policy_step,time_sec,state,joint_idx,raw_idx,raw_action,mapped_action,action_scale,scaled,default_q,command,q,dq,control_type,policy_kp,policy_kd,low_qd,low_qd_dot,low_kp,low_kd,low_tau_pre_clamp,torque_limit,fsm_final_tau,bridge_tau_pvt_false,raw_actions,mapped_actions,obs_ang_vel,obs_gravity,obs_commands,obs_lin_vel,obs_vec
173,1776796839.161363840,rl_flat,7,7,-0.179603264,-0.179603264,0.500000000,-0.089801632,0.000000000,-0.089801632,0.669001222,-0.484576970,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.645057190,20.000000000,-0.645057190,-0.645057190,"-1.068107;0.558838;-0.305935;-0.184018;0.952359;0.501955;-0.261081;-0.179603","-1.068107;0.558838;-0.305935;-0.184018;0.952359;0.501955;-0.261081;-0.179603","0.023481;-0.089639;-0.007451","-0.010512;0.002372;-0.999942","0.000000;0.000000;0.000000","0.015339;0.000741;-0.001139","0.005870;-0.022410;-0.001863;-0.010512;0.002372;-0.999942;0.000000;0.000000;0.000000;-0.065750;0.033895;0.251909;0.232139;-0.610446;-0.567171;-0.001245;-0.001322;0.016628;0.014929;0.000041;-0.000924;-0.028184;-0.024229;-1.068703;0.549962;-0.304960;-0.164176;0.956746;0.493106;-0.259931;-0.163203;0.030677;0.001482"
174,1776796839.181406021,rl_flat,3,3,-0.193282485,-0.193282485,0.500000000,-0.096641243,0.000000000,-0.096641243,0.500135958,-0.777222753,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.489596087,20.000000000,-0.489596087,-0.489596087,"-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826","-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826","0.030025;-0.070590;-0.006777","-0.011288;0.002095;-0.999934","0.000000;0.000000;0.000000","0.013428;0.000834;-0.001396","0.007506;-0.017647;-0.001694;-0.011288;0.002095;-0.999934;0.000000;0.000000;0.000000;-0.066040;0.033590;0.255490;0.235360;-0.610435;-0.567388;-0.001591;-0.001663;0.018665;0.016804;0.000059;-0.001187;-0.038861;-0.033756;-1.068107;0.558838;-0.305935;-0.184018;0.952359;0.501955;-0.261081;-0.179603;0.026857;0.001668"
174,1776796839.181406021,rl_flat,7,7,-0.186826453,-0.186826453,0.500000000,-0.093413226,0.000000000,-0.093413226,0.662980199,-0.675113320,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.534161446,20.000000000,-0.534161446,-0.534161446,"-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826","-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826","0.030025;-0.070590;-0.006777","-0.011288;0.002095;-0.999934","0.000000;0.000000;0.000000","0.013428;0.000834;-0.001396","0.007506;-0.017647;-0.001694;-0.011288;0.002095;-0.999934;0.000000;0.000000;0.000000;-0.066040;0.033590;0.255490;0.235360;-0.610435;-0.567388;-0.001591;-0.001663;0.018665;0.016804;0.000059;-0.001187;-0.038861;-0.033756;-1.068107;0.558838;-0.305935;-0.184018;0.952359;0.501955;-0.261081;-0.179603;0.026857;0.001668"
175,1776796839.201498032,rl_flat,3,3,-0.192232579,-0.192232579,0.500000000,-0.096116289,0.000000000,-0.096116289,0.493215263,-0.917605400,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.371253009,20.000000000,-0.371253009,-0.371253009,"-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894","-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894","0.035278;-0.057514;-0.006260","-0.011779;0.001827;-0.999929","0.000000;0.000000;0.000000","0.013428;0.000834;-0.001403","0.008819;-0.014379;-0.001565;-0.011779;0.001827;-0.999929;0.000000;0.000000;0.000000;-0.066322;0.033297;0.258599;0.238165;-0.610423;-0.567600;-0.001863;-0.001930;0.019947;0.018016;0.000087;-0.001417;-0.045880;-0.039951;-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826;0.026855;0.001669"
175,1776796839.201498032,rl_flat,7,7,-0.185893983,-0.185893983,0.500000000,-0.092946991,0.000000000,-0.092946991,0.656958520,-0.799013674,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.429679461,20.000000000,-0.429679461,-0.429679461,"-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894","-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894","0.035278;-0.057514;-0.006260","-0.011779;0.001827;-0.999929","0.000000;0.000000;0.000000","0.013428;0.000834;-0.001403","0.008819;-0.014379;-0.001565;-0.011779;0.001827;-0.999929;0.000000;0.000000;0.000000;-0.066322;0.033297;0.258599;0.238165;-0.610423;-0.567600;-0.001863;-0.001930;0.019947;0.018016;0.000087;-0.001417;-0.045880;-0.039951;-1.068746;0.569438;-0.304528;-0.193282;0.950177;0.512409;-0.260586;-0.186826;0.026855;0.001669"
176,1776796839.221509933,rl_flat,3,3,-0.185440555,-0.185440555,0.500000000,-0.092720278,0.000000000,-0.092720278,0.489379853,-0.973936021,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.287134375,20.000000000,-0.287134375,-0.287134375,"-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305","-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305","0.037650;-0.052224;-0.006036","-0.011990;0.001678;-0.999927","0.000000;0.000000;0.000000","0.013427;0.000835;-0.001406","0.009413;-0.013056;-0.001509;-0.011990;0.001678;-0.999927;0.000000;0.000000;0.000000;-0.066478;0.033136;0.260222;0.239633;-0.610418;-0.567722;-0.001985;-0.002042;0.020503;0.018552;0.000028;-0.001581;-0.048697;-0.042453;-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894;0.026855;0.001669"
176,1776796839.221509933,rl_flat,7,7,-0.181304783,-0.181304783,0.500000000,-0.090652391,0.000000000,-0.090652391,0.653616130,-0.849058032,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.363256074,20.000000000,-0.363256074,-0.363256074,"-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305","-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305","0.037650;-0.052224;-0.006036","-0.011990;0.001678;-0.999927","0.000000;0.000000;0.000000","0.013427;0.000835;-0.001406","0.009413;-0.013056;-0.001509;-0.011990;0.001678;-0.999927;0.000000;0.000000;0.000000;-0.066478;0.033136;0.260222;0.239633;-0.610418;-0.567722;-0.001985;-0.002042;0.020503;0.018552;0.000028;-0.001581;-0.048697;-0.042453;-1.067614;0.579517;-0.303871;-0.192233;0.948597;0.521888;-0.260765;-0.185894;0.026855;0.001669"
177,1776796839.241513014,rl_flat,3,3,-0.171948135,-0.171948135,0.500000000,-0.085974067,0.000000000,-0.085974067,0.478978544,-1.074147582,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.129383710,20.000000000,-0.129383710,-0.129383710,"-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695","-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695","0.042958;-0.047769;-0.005695","-0.012486;0.001267;-0.999921","0.000000;0.000000;0.000000","0.011089;0.000917;-0.002240","0.010740;-0.011942;-0.001424;-0.012486;0.001267;-0.999921;0.000000;0.000000;0.000000;-0.066910;0.032695;0.264498;0.243525;-0.610437;-0.568093;-0.002265;-0.002309;0.021746;0.019891;-0.000124;-0.002000;-0.053707;-0.047182;-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305;0.022179;0.001833"
177,1776796839.241513014,rl_flat,7,7,-0.170694694,-0.170694694,0.500000000,-0.085347347,0.000000000,-0.085347347,0.644505262,-0.943643212,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.226579920,20.000000000,-0.226579920,-0.226579920,"-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695","-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695","0.042958;-0.047769;-0.005695","-0.012486;0.001267;-0.999921","0.000000;0.000000;0.000000","0.011089;0.000917;-0.002240","0.010740;-0.011942;-0.001424;-0.012486;0.001267;-0.999921;0.000000;0.000000;0.000000;-0.066910;0.032695;0.264498;0.243525;-0.610437;-0.568093;-0.002265;-0.002309;0.021746;0.019891;-0.000124;-0.002000;-0.053707;-0.047182;-1.067068;0.588159;-0.302737;-0.185441;0.945872;0.530319;-0.260890;-0.181305;0.022179;0.001833"
178,1776796839.261576891,rl_flat,3,3,-0.156260759,-0.156260759,0.500000000,-0.078130379,0.000000000,-0.078130379,0.463626862,-1.102061033,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.016850536,20.000000000,-0.016850536,-0.016850536,"-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507","-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507","0.047586;-0.039411;-0.005566","-0.013097;0.000621;-0.999914","0.000000;0.000000;0.000000","0.008323;0.000807;-0.004739","0.011896;-0.009853;-0.001392;-0.013097;0.000621;-0.999914;0.000000;0.000000;0.000000;-0.067585;0.032011;0.270588;0.249153;-0.610485;-0.568732;-0.002482;-0.002512;0.021448;0.019953;-0.000152;-0.002420;-0.055103;-0.048810;-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695;0.016646;0.001615"
178,1776796839.261576891,rl_flat,7,7,-0.157507062,-0.157507062,0.500000000,-0.078753531,0.000000000,-0.078753531,0.630948246,-0.976194978,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.124709624,20.000000000,-0.124709624,-0.124709624,"-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507","-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507","0.047586;-0.039411;-0.005566","-0.013097;0.000621;-0.999914","0.000000;0.000000;0.000000","0.008323;0.000807;-0.004739","0.011896;-0.009853;-0.001392;-0.013097;0.000621;-0.999914;0.000000;0.000000;0.000000;-0.067585;0.032011;0.270588;0.249153;-0.610485;-0.568732;-0.002482;-0.002512;0.021448;0.019953;-0.000152;-0.002420;-0.055103;-0.048810;-1.066592;0.597886;-0.299642;-0.171948;0.944712;0.539321;-0.259571;-0.170695;0.016646;0.001615"
179,1776796839.281653881,rl_flat,3,3,-0.140529498,-0.140529498,0.500000000,-0.070264749,0.000000000,-0.070264749,0.448503256,-1.061599851,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.041235264,20.000000000,0.041235264,0.041235264,"-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731","-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731","0.048500;-0.026448;-0.005406","-0.013549;-0.000059;-0.999908","0.000000;0.000000;0.000000","0.006738;0.000618;-0.005736","0.012125;-0.006612;-0.001351;-0.013549;-0.000059;-0.999908;0.000000;0.000000;0.000000;-0.068287;0.031303;0.276364;0.254569;-0.610557;-0.569464;-0.002493;-0.002509;0.019867;0.018734;-0.000265;-0.002694;-0.053080;-0.047396;-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507;0.013476;0.001236"
179,1776796839.281653881,rl_flat,7,7,-0.143731385,-0.143731385,0.500000000,-0.071865693,0.000000000,-0.071865693,0.617483318,-0.947929919,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.068111531,20.000000000,-0.068111531,-0.068111531,"-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731","-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731","0.048500;-0.026448;-0.005406","-0.013549;-0.000059;-0.999908","0.000000;0.000000;0.000000","0.006738;0.000618;-0.005736","0.012125;-0.006612;-0.001351;-0.013549;-0.000059;-0.999908;0.000000;0.000000;0.000000;-0.068287;0.031303;0.276364;0.254569;-0.610557;-0.569464;-0.002493;-0.002509;0.019867;0.018734;-0.000265;-0.002694;-0.053080;-0.047396;-1.067707;0.606476;-0.297665;-0.156261;0.944180;0.547763;-0.257780;-0.157507;0.013476;0.001236"
180,1776796839.301703930,rl_flat,3,3,-0.118617728,-0.118617728,0.500000000,-0.059308864,0.000000000,-0.059308864,0.426376969,-0.967725277,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.092128284,20.000000000,0.092128284,0.092128284,"-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839","-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839","0.044784;0.000161;-0.004846","-0.013810;-0.000999;-0.999904","0.000000;0.000000;0.000000","0.005250;0.000426;-0.006413","0.011196;0.000040;-0.001212;-0.013810;-0.000999;-0.999904;0.000000;0.000000;0.000000;-0.069244;0.030343;0.283640;0.261494;-0.610712;-0.570579;-0.002251;-0.002261;0.016663;0.015950;-0.000361;-0.002749;-0.048684;-0.043951;-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731;0.010501;0.000851"
180,1776796839.301703930,rl_flat,7,7,-0.123838685,-0.123838685,0.500000000,-0.061919343,0.000000000,-0.061919343,0.597573578,-0.873996437,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.012875292,20.000000000,-0.012875292,-0.012875292,"-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839","-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839","0.044784;0.000161;-0.004846","-0.013810;-0.000999;-0.999904","0.000000;0.000000;0.000000","0.005250;0.000426;-0.006413","0.011196;0.000040;-0.001212;-0.013810;-0.000999;-0.999904;0.000000;0.000000;0.000000;-0.069244;0.030343;0.283640;0.261494;-0.610712;-0.570579;-0.002251;-0.002261;0.016663;0.015950;-0.000361;-0.002749;-0.048684;-0.043951;-1.070161;0.613733;-0.296696;-0.140529;0.943108;0.555649;-0.255186;-0.143731;0.010501;0.000851"
181,1776796839.321707010,rl_flat,3,3,-0.093358502,-0.093358502,0.500000000,-0.046679251,0.000000000,-0.046679251,0.403224975,-0.845861197,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.139877572,20.000000000,0.139877572,0.139877572,"-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360","-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360","0.033960;0.048780;-0.003631","-0.013124;-0.002020;-0.999912","0.000000;0.000000;0.000000","0.001608;-0.000216;-0.006128","0.008490;0.012195;-0.000908;-0.013124;-0.002020;-0.999912;0.000000;0.000000;0.000000;-0.070247;0.029333;0.290857;0.268446;-0.610917;-0.571921;-0.001603;-0.001627;0.011532;0.011147;-0.000299;-0.002312;-0.042511;-0.038795;-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839;0.003216;-0.000432"
181,1776796839.321707010,rl_flat,7,7,-0.100360453,-0.100360453,0.500000000,-0.050180227,0.000000000,-0.050180227,0.576510906,-0.772160709,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.040655962,20.000000000,0.040655962,0.040655962,"-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360","-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360","0.033960;0.048780;-0.003631","-0.013124;-0.002020;-0.999912","0.000000;0.000000;0.000000","0.001608;-0.000216;-0.006128","0.008490;0.012195;-0.000908;-0.013124;-0.002020;-0.999912;0.000000;0.000000;0.000000;-0.070247;0.029333;0.290857;0.268446;-0.610917;-0.571921;-0.001603;-0.001627;0.011532;0.011147;-0.000299;-0.002312;-0.042511;-0.038795;-1.072289;0.620661;-0.293927;-0.118618;0.942430;0.563417;-0.252062;-0.123839;0.003216;-0.000432"
182,1776796839.341729879,rl_flat,3,3,-0.059191104,-0.059191104,0.500000000,-0.029595552,0.000000000,-0.029595552,0.374471635,-0.724951923,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.239612690,20.000000000,0.239612690,0.239612690,"-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140","-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140","0.015000;0.124490;-0.001602","-0.009533;-0.002971;-0.999950","0.000000;0.000000;0.000000","-0.000701;-0.000799;-0.003075","0.003750;0.031123;-0.000401;-0.009533;-0.002971;-0.999950;0.000000;0.000000;0.000000;-0.071088;0.028455;0.296971;0.274327;-0.611010;-0.573264;-0.000530;-0.000604;0.004755;0.004444;0.000178;-0.000987;-0.036248;-0.033376;-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360;-0.001402;-0.001597"
182,1776796839.341729879,rl_flat,7,7,-0.068140298,-0.068140298,0.500000000,-0.034070149,0.000000000,-0.034070149,0.550107718,-0.667514145,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.142204602,20.000000000,0.142204602,0.142204602,"-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140","-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140","0.015000;0.124490;-0.001602","-0.009533;-0.002971;-0.999950","0.000000;0.000000;0.000000","-0.000701;-0.000799;-0.003075","0.003750;0.031123;-0.000401;-0.009533;-0.002971;-0.999950;0.000000;0.000000;0.000000;-0.071088;0.028455;0.296971;0.274327;-0.611010;-0.573264;-0.000530;-0.000604;0.004755;0.004444;0.000178;-0.000987;-0.036248;-0.033376;-1.076697;0.627373;-0.289992;-0.093359;0.941828;0.570683;-0.246596;-0.100360;-0.001402;-0.001597"
183,1776796839.361804962,rl_flat,3,3,-0.016548252,-0.016548252,0.500000000,-0.008274126,0.000000000,-0.008274126,0.353777528,-0.605934083,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.389594819,20.000000000,0.389594819,0.389594819,"-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381","-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381","0.005129;0.160640;-0.000355","-0.004798;-0.003256;-0.999983","0.000000;0.000000;0.000000","0.000426;-0.000797;-0.000520","0.001282;0.040160;-0.000089;-0.004798;-0.003256;-0.999983;0.000000;0.000000;0.000000;-0.071243;0.028241;0.298437;0.275616;-0.610773;-0.573570;-0.000032;-0.000144;0.000862;0.000591;0.000618;-0.000028;-0.030297;-0.027990;-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140;0.000852;-0.001593"
183,1776796839.361804962,rl_flat,7,7,-0.029381149,-0.029381149,0.500000000,-0.014690574,0.000000000,-0.014690574,0.531010211,-0.559797943,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.278896750,20.000000000,0.278896750,0.278896750,"-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381","-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381","0.005129;0.160640;-0.000355","-0.004798;-0.003256;-0.999983","0.000000;0.000000;0.000000","0.000426;-0.000797;-0.000520","0.001282;0.040160;-0.000089;-0.004798;-0.003256;-0.999983;0.000000;0.000000;0.000000;-0.071243;0.028241;0.298437;0.275616;-0.610773;-0.573570;-0.000032;-0.000144;0.000862;0.000591;0.000618;-0.000028;-0.030297;-0.027990;-1.081644;0.634386;-0.284141;-0.059191;0.942018;0.577958;-0.240216;-0.068140;0.000852;-0.001593"
184,1776796839.381917953,rl_flat,3,3,0.029241342,0.029241342,0.500000000,0.014620671,0.000000000,0.014620671,0.340748250,-0.430510432,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.512546062,20.000000000,0.512546062,0.512546062,"-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676","-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676","0.002456;0.163400;-0.000210","-0.000839;-0.003333;-0.999994","0.000000;0.000000;0.000000","0.002935;-0.000693;0.000429","0.000614;0.040850;-0.000052;-0.000839;-0.003333;-0.999994;0.000000;0.000000;0.000000;-0.071222;0.028205;0.298100;0.275197;-0.610467;-0.573510;0.000081;-0.000044;-0.001615;-0.001698;0.000757;0.000283;-0.021784;-0.020248;-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381;0.005870;-0.001386"
184,1776796839.381917953,rl_flat,7,7,0.011676021,0.011676021,0.500000000,0.005838010,0.000000000,0.005838010,0.518923819,-0.400331706,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.387402485,20.000000000,0.387402485,0.387402485,"-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676","-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676","0.002456;0.163400;-0.000210","-0.000839;-0.003333;-0.999994","0.000000;0.000000;0.000000","0.002935;-0.000693;0.000429","0.000614;0.040850;-0.000052;-0.000839;-0.003333;-0.999994;0.000000;0.000000;0.000000;-0.071222;0.028205;0.298100;0.275197;-0.610467;-0.573510;0.000081;-0.000044;-0.001615;-0.001698;0.000757;0.000283;-0.021784;-0.020248;-1.083964;0.639016;-0.278600;-0.016548;0.942768;0.582091;-0.237130;-0.029381;0.005870;-0.001386"
185,1776796839.401980877,rl_flat,3,3,0.075366423,0.075366423,0.500000000,0.037683211,0.000000000,0.037683211,0.336228043,-0.246784955,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.630784894,20.000000000,0.630784894,0.630784894,"-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129","-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129","0.001305;0.152859;-0.000289","0.001697;-0.003361;-0.999993","0.000000;0.000000;0.000000","0.004873;-0.000627;0.000532","0.000326;0.038215;-0.000072;0.001697;-0.003361;-0.999993;0.000000;0.000000;0.000000;-0.071190;0.028199;0.297264;0.274380;-0.610275;-0.573432;0.000119;-0.000002;-0.003526;-0.003311;0.000564;0.000247;-0.012339;-0.012002;-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676;0.009745;-0.001255"
185,1776796839.401980877,rl_flat,7,7,0.052128650,0.052128650,0.500000000,0.026064325,0.000000000,0.026064325,0.514625967,-0.240038857,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.491770824,20.000000000,0.491770824,0.491770824,"-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129","-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129","0.001305;0.152859;-0.000289","0.001697;-0.003361;-0.999993","0.000000;0.000000;0.000000","0.004873;-0.000627;0.000532","0.000326;0.038215;-0.000072;0.001697;-0.003361;-0.999993;0.000000;0.000000;0.000000;-0.071190;0.028199;0.297264;0.274380;-0.610275;-0.573432;0.000119;-0.000002;-0.003526;-0.003311;0.000564;0.000247;-0.012339;-0.012002;-1.085205;0.640312;-0.275817;0.029241;0.944258;0.584071;-0.234617;0.011676;0.009745;-0.001255"
186,1776796839.422039032,rl_flat,3,3,0.115023732,0.115023732,0.500000000,0.057511866,0.000000000,0.057511866,0.334897786,0.022080339,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.643722188,20.000000000,0.643722188,0.643722188,"-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484","-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484","-0.001376;0.131014;-0.000601","0.003956;-0.003358;-0.999987","0.000000;0.000000;0.000000","0.006376;-0.000591;0.000418","-0.000344;0.032754;-0.000150;0.003956;-0.003358;-0.999987;0.000000;0.000000;0.000000;-0.071133;0.028221;0.295620;0.272899;-0.610169;-0.573385;0.000239;0.000127;-0.005976;-0.005277;0.000276;0.000129;0.001104;-0.000426;-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129;0.012752;-0.001182"
186,1776796839.422039032,rl_flat,7,7,0.087484293,0.087484293,0.500000000,0.043742146,0.000000000,0.043742146,0.513032198,-0.008521778,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.509852105,20.000000000,0.509852105,0.509852105,"-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484","-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484","-0.001376;0.131014;-0.000601","0.003956;-0.003358;-0.999987","0.000000;0.000000;0.000000","0.006376;-0.000591;0.000418","-0.000344;0.032754;-0.000150;0.003956;-0.003358;-0.999987;0.000000;0.000000;0.000000;-0.071133;0.028221;0.295620;0.272899;-0.610169;-0.573385;0.000239;0.000127;-0.005976;-0.005277;0.000276;0.000129;0.001104;-0.000426;-1.087587;0.639556;-0.273470;0.075366;0.948546;0.584195;-0.231647;0.052129;0.012752;-0.001182"
187,1776796839.442099810,rl_flat,3,3,0.148598149,0.148598149,0.500000000,0.074299075,0.000000000,0.074299075,0.336268038,0.218307927,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.679793017,20.000000000,0.679793017,0.679793017,"-1.094741;0.630711;-0.270728;0.148598;0.960196;0.577397;-0.228570;0.118530","-1.094741;0.630711;-0.270728;0.148598;0.960196;0.577397;-0.228570;0.118530","-0.004001;0.114804;-0.000829","0.005164;-0.003328;-0.999981","0.000000;0.000000;0.000000","0.008354;-0.000561;0.000229","-0.001000;0.028701;-0.000207;0.005164;-0.003328;-0.999981;0.000000;0.000000;0.000000;-0.071071;0.028261;0.294227;0.271681;-0.610159;-0.573380;0.000361;0.000259;-0.007732;-0.006719;-0.000055;-0.000003;0.010915;0.007987;-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484;0.016708;-0.001122"
187,1776796839.442099810,rl_flat,7,7,0.118529640,0.118529640,0.500000000,0.059264820,0.000000000,0.059264820,0.513930559,0.159749284,P,11.500000000,0.800000000,0.000000000,0.000000000,0.000000000,0.000000000,0.553746003,20.000000000,0.553746003,0.553746003,"-1.094741;0.630711;-0.270728;0.148598;0.960196;0.577397;-0.228570;0.118530","-1.094741;0.630711;-0.270728;0.148598;0.960196;0.577397;-0.228570;0.118530","-0.004001;0.114804;-0.000829","0.005164;-0.003328;-0.999981","0.000000;0.000000;0.000000","0.008354;-0.000561;0.000229","-0.001000;0.028701;-0.000207;0.005164;-0.003328;-0.999981;0.000000;0.000000;0.000000;-0.071071;0.028261;0.294227;0.271681;-0.610159;-0.573380;0.000361;0.000259;-0.007732;-0.006719;-0.000055;-0.000003;0.010915;0.007987;-1.090636;0.635241;-0.272370;0.115024;0.954209;0.581332;-0.230075;0.087484;0.016708;-0.001122"
